model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,model_encoded,transmission_encoded,fuelType_encoded
 Corolla,1.2133975233207501,25000,Automatic,-1.3043395921326517,Hybrid,0.6850176807172307,1.3566195748131835,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,23000,Automatic,-1.2226306225150845,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,24000,Automatic,-1.0209538271839957,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,22500,Automatic,-0.8020676579212699,Hybrid,0.6144593690168073,1.3566195748131835,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,22790,Automatic,-1.0625549997046893,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,22790,Automatic,-0.781587080680313,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,21490,Automatic,-0.8406820795943238,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,17250,Manual,-0.6237870775633575,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,15998,Manual,-0.9782148448165825,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,20498,Automatic,-0.49066332549713826,Hybrid,0.6850176807172307,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,15990,Manual,-1.3110242249821307,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,20488,Automatic,-1.200372217388628,Hybrid,0.6850176807172307,-0.37090360388298993,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,20288,Manual,-1.1296857806611589,Petrol,0.8261343041180772,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,17995,Manual,-0.7823693249499329,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,16490,Manual,-0.8656427831067399,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,15990,Manual,-1.096973747567964,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,18290,Manual,-1.2460268374882608,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,19998,Manual,-1.1720691974514723,Petrol,0.8261343041180772,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,23888,Automatic,-1.2284618979795237,Hybrid,0.6850176807172307,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,15990,Manual,-1.0185359812597161,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,23448,Automatic,-1.1935453583083089,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,22990,Automatic,-1.102520570570723,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,18295,Manual,-1.3982089044870372,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,18995,Manual,-1.3750260288601208,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,21490,Automatic,-0.8160769416590077,Hybrid,0.6144593690168073,-0.37090360388298993,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,22790,Automatic,-0.8853411160780769,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,17490,Manual,-0.8371264238233244,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,24388,Automatic,-0.9082395392433134,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,16490,Manual,-0.884914437385557,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,21790,Automatic,-0.7065627439122246,Hybrid,0.6144593690168073,1.3566195748131835,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,16490,Manual,-1.129401328199479,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,24790,Automatic,-1.0752842473648674,Hybrid,0.6850176807172307,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,21490,Automatic,-0.7848582839896325,Hybrid,0.6144593690168073,1.3566195748131835,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,18495,Manual,-0.871687397917439,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,18495,Manual,-1.1376504495881976,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,24995,Automatic,-0.9437960969533078,Hybrid,0.6850176807172307,-0.37090360388298993,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,16995,Manual,-1.263805116343258,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,22790,Automatic,-0.5881594067379431,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,21490,Automatic,-0.7571952820912569,Hybrid,0.6144593690168073,1.982406032402103,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,21490,Automatic,-0.8295173204733856,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,23698,Automatic,-1.2968727150135528,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.7855802296636678,22990,Automatic,-1.278241078773516,Hybrid,0.6144593690168073,-0.027161746897526984,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,22990,Automatic,-0.5235175848211732,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,19990,Manual,-1.1690824466038328,Petrol,0.8261343041180772,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,20990,Manual,-0.8724696421870589,Petrol,0.8261343041180772,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,17890,Manual,-1.2143815011263657,Petrol,0.8261343041180772,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,18995,Manual,-1.2937437379350734,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,17990,Manual,-1.0464123225043518,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,18690,Manual,-1.270418636077317,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,16990,Manual,-0.9698234971970238,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,16990,Manual,-1.4753666347177252,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,22727,Automatic,-1.1606199858688542,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,20995,Automatic,-1.0740753244027275,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,20995,Automatic,-1.1038006066482828,Hybrid,0.6144593690168073,1.982406032402103,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,22290,Automatic,-1.147677398862416,Hybrid,0.6850176807172307,1.3566195748131835,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,16490,Manual,-0.7926807266858313,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,19790,Automatic,-1.064403940705609,Hybrid,0.6144593690168073,1.982406032402103,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,15790,Manual,-0.7660133084033355,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,17480,Manual,-0.7660844215187554,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.7855802296636678,24980,Automatic,-1.1215788855032802,Hybrid,0.6144593690168073,-0.47667032910928586,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,18990,Manual,-1.2026478370820675,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,21495,Automatic,-0.8368419713616444,Hybrid,0.6144593690168073,1.982406032402103,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,17960,Manual,-1.1571354432132746,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,23995,Automatic,-1.0658262030140089,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,17995,Manual,-1.0112824434868772,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,24795,Automatic,-0.9957086712098997,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,18995,Manual,-1.4415879048932305,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,19995,Manual,-1.4415879048932305,Petrol,0.7555759924176539,-2.1072406763480207,-0.566467119998193,5,1,3
 Corolla,1.2133975233207501,22595,Automatic,-0.7304567506933409,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,23445,Automatic,-1.0818977670989263,Hybrid,0.6144593690168073,1.3566195748131835,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,23395,Automatic,-1.0415766306557925,Hybrid,0.6144593690168073,1.3566195748131835,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,23445,Automatic,-1.2908281002028539,Hybrid,0.6144593690168073,1.3566195748131835,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,24998,Automatic,-1.3012106150541722,Hybrid,0.6850176807172307,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,23498,Automatic,-1.013984741872837,Hybrid,0.6850176807172307,1.3566195748131835,0.9772619415021313,5,0,1
 Corolla,1.2133975233207501,23995,Automatic,-0.9801348989329222,Hybrid,0.6144593690168073,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,22995,Automatic,-0.6949001929833465,Hybrid,0.6850176807172307,0.8189720549128444,1.4918382953355727,5,0,1
 Corolla,1.2133975233207501,22995,Automatic,-1.2101858273165864,Hybrid,0.6144593690168073,1.3566195748131835,0.9772619415021313,5,0,1
